year,month,flagWkday1Sat0,flagAmPmMd,count,loc,boroughBridgeName,flagBroroughBridge,onStreet,from,to,END
2007,05,0,m,12954,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2007,05,0,m,7527,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2007,05,0,m,9375,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2007,05,0,m,9134,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2007,05,0,m,5118,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2007,05,0,m,310,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2007,05,0,m,2800,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2007,05,0,m,3142,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2007,05,0,m,3114,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2007,05,0,m,2227,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2007,05,0,m,968,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2007,05,0,m,649,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2007,05,0,m,2006,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2007,05,0,m,108,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2007,05,0,m,2133,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2007,05,0,m,5326,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2007,05,0,m,1864,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2007,05,0,m,8266,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2007,05,0,m,57,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2007,05,0,m,1985,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2007,05,0,m,5741,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2007,05,0,m,3816,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2007,05,0,m,596,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2007,05,0,m,1051,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2007,05,0,m,2703,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2007,05,0,m,1790,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2007,05,0,m,2204,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2007,05,0,m,4690,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2007,05,0,m,4356,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2007,05,0,m,806,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2007,05,0,m,776,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2007,05,0,m,152,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2007,05,0,m,432,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2007,05,0,m,787,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2007,05,0,m,112,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2007,05,0,m,486,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2007,05,0,m,1699,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2007,05,0,m,158,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2007,05,0,m,370,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2007,05,0,m,103,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2007,05,0,m,455,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2007,05,0,m,321,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2007,05,0,m,297,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2007,05,0,m,135,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2007,05,0,m,113,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2007,05,0,m,400,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2007,05,0,m,127,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2007,05,0,m,34,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2007,05,0,m,71,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2007,09,1,a,734,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2007,09,1,a,1855,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2007,09,1,a,1829,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2007,09,1,a,1360,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2007,09,1,a,1078,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2007,09,1,a,873,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2007,09,1,a,858,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2007,09,1,a,1743,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2007,09,1,a,900,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2007,09,1,a,422,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2007,09,1,a,2167,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2007,09,1,a,1073,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2007,09,1,a,356,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2007,09,1,a,1875,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2007,09,1,a,1215,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2007,09,1,a,2267,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2007,09,1,a,1324,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2007,09,1,a,1920,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2007,09,1,a,543,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2007,09,1,a,276,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2007,09,1,a,917,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2007,09,1,a,547,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2007,09,1,a,1803,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2007,09,1,a,854,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2007,09,1,a,918,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2007,09,1,a,3280,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2007,09,1,a,887,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2007,09,1,a,1438,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2007,09,1,a,1129,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2007,09,1,a,397,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2007,09,1,a,686,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2007,09,1,a,1205,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2007,09,1,a,112,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2007,09,1,a,556,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2007,09,1,a,4214,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2007,09,1,a,4507,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2007,09,1,a,1805,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2007,09,1,a,7192,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2007,09,1,a,1189,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2007,09,1,a,1433,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2007,09,1,a,2084,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2007,09,1,a,6664,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2007,09,1,a,952,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2007,09,1,a,8533,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2007,09,1,a,3432,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2007,09,1,a,1290,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2007,09,1,a,3446,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2007,09,1,a,1902,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2007,09,1,a,4251,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2007,09,1,a,680,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2007,09,1,a,8803,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2007,09,1,a,4982,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2007,09,1,a,8065,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2007,09,1,a,1638,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2007,09,1,a,1902,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2007,09,1,a,1685,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2007,09,1,a,10326,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2007,09,1,a,5284,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2007,09,1,a,3043,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2007,09,1,a,2259,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2007,09,1,a,6329,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2007,09,1,a,5124,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2007,09,1,a,7868,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2007,09,1,a,3997,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2007,09,1,a,4759,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2007,09,1,a,9097,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2007,09,1,a,4952,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2007,09,1,a,4158,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2007,09,1,a,3971,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2007,09,1,a,129,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2007,09,1,a,717,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2007,09,1,a,1159,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2007,09,1,a,2933,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2007,09,1,a,514,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2007,09,1,a,597,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2007,09,1,a,541,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2007,09,1,a,1429,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2007,09,1,a,411,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2007,09,1,a,639,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2007,09,1,a,1636,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2007,09,1,a,894,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2007,09,1,a,1560,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2007,09,1,a,70,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2007,09,1,a,661,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2007,09,1,a,1342,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2007,09,1,a,308,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2007,09,1,a,306,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2007,09,1,a,339,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2007,09,1,a,6876,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2007,09,1,a,395,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2007,09,1,a,5724,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2007,09,1,a,9198,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2007,09,1,a,1127,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2007,09,1,a,832,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2007,09,1,a,242,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2007,09,1,a,155,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2007,09,1,a,330,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2007,09,1,a,992,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2007,09,1,a,138,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2007,09,1,a,725,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2007,09,1,a,708,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2007,09,1,a,64,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2007,09,1,a,161,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2007,09,1,a,28,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2007,09,1,a,271,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2007,09,1,a,124,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2007,09,1,a,224,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2007,09,1,a,158,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2007,09,1,a,303,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2007,09,1,a,88,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2007,09,1,a,125,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2007,09,1,a,11,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2007,09,1,a,63,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2007,09,1,p,2646,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2007,09,1,p,3754,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2007,09,1,p,9215,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2007,09,1,p,1975,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2007,09,1,p,2739,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2007,09,1,p,1457,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2007,09,1,p,6503,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2007,09,1,p,4667,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2007,09,1,p,5435,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2007,09,1,p,2167,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2007,09,1,p,3801,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2007,09,1,p,5202,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2007,09,1,p,1063,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2007,09,1,p,3619,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2007,09,1,p,6095,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2007,09,1,p,4737,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2007,09,1,p,2495,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2007,09,1,p,3508,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2007,09,1,p,1152,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2007,09,1,p,1414,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2007,09,1,p,4188,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2007,09,1,p,1095,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2007,09,1,p,14617,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2007,09,1,p,3322,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2007,09,1,p,3090,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2007,09,1,p,6321,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2007,09,1,p,3524,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2007,09,1,p,4231,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2007,09,1,p,1818,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2007,09,1,p,783,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2007,09,1,p,3312,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2007,09,1,p,2953,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2007,09,1,p,317,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2007,09,1,p,1550,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2007,09,1,p,12879,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2007,09,1,p,15554,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2007,09,1,p,5674,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2007,09,1,p,8513,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2007,09,1,p,2748,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2007,09,1,p,4104,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2007,09,1,p,13965,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2007,09,1,p,16133,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2007,09,1,p,5782,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2007,09,1,p,23290,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2007,09,1,p,23840,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2007,09,1,p,3506,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2007,09,1,p,5498,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2007,09,1,p,5113,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2007,09,1,p,11296,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2007,09,1,p,3204,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2007,09,1,p,23825,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2007,09,1,p,14290,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2007,09,1,p,14469,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2007,09,1,p,7546,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2007,09,1,p,5474,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2007,09,1,p,5562,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2007,09,1,p,32673,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2007,09,1,p,11208,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2007,09,1,p,14487,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2007,09,1,p,5431,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2007,09,1,p,11003,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2007,09,1,p,10010,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2007,09,1,p,12535,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2007,09,1,p,9188,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2007,09,1,p,14718,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2007,09,1,p,20504,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2007,09,1,p,13179,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2007,09,1,p,12401,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2007,09,1,p,8561,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2007,09,1,p,342,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2007,09,1,p,4789,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2007,09,1,p,4398,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2007,09,1,p,8401,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2007,09,1,p,3127,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2007,09,1,p,1802,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2007,09,1,p,965,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2007,09,1,p,2988,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2007,09,1,p,408,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2007,09,1,p,3384,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2007,09,1,p,12671,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2007,09,1,p,2188,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2007,09,1,p,5818,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2007,09,1,p,108,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2007,09,1,p,2785,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2007,09,1,p,5867,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2007,09,1,p,2797,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2007,09,1,p,912,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2007,09,1,p,1011,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2007,09,1,p,8687,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2007,09,1,p,2795,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2007,09,1,p,6082,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2007,09,1,p,12958,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2007,09,1,p,5199,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2007,09,1,p,1664,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2007,09,1,p,1321,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2007,09,1,p,204,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2007,09,1,p,314,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2007,09,1,p,1465,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2007,09,1,p,193,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2007,09,1,p,1176,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2007,09,1,p,1656,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2007,09,1,p,136,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2007,09,1,p,289,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2007,09,1,p,114,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2007,09,1,p,684,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2007,09,1,p,343,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2007,09,1,p,351,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2007,09,1,p,338,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2007,09,1,p,513,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2007,09,1,p,190,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2007,09,1,p,214,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2007,09,1,p,44,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2007,09,1,p,186,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2007,09,0,m,2939,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2007,09,0,m,1183,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2007,09,0,m,15065,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2007,09,0,m,872,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2007,09,0,m,2343,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2007,09,0,m,631,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2007,09,0,m,5501,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
